Product Name,Price,Description,Image URL,Availability,Category,store name
Christie Baked Crispers Ketchup Flavour 145 g,$3.99 ,No Description Available,https://media.sobeys.com/original/645158_EA_ml_primary_front_na_VOILA_8ba525e3dfa931b0148056aae748a4f08ccd8d3c.JPG,In-stock,Snacks & Candy,Walmart
GoGo Squeez Fruit Sauce Apple Mango 4 x 90 g,$2.99 ,No Description Available,https://media.sobeys.com/original/313478_EA_en_primary_front_NA_032124_VOILA_0fe87f2a665eb4ab03f916a104d17ac61f3f7d56.JPG,In-stock,Snacks & Candy,Walmart
Yoplait Yop 1% Drinkable Yogurt Vanilla 200 ml,$2.95,"DescriptionYoplait. Delicious, Fun Family Yogurt. Yoplait Yop 1% Drinkable Yogurt features a deliciously smooth texture and a portable format perfect for breakfast on-the-go. Yoplait Yop 1% M.F. Drinkable Yogurt is the on-the-go yogurt you need to keep you going all day. Yoplait Yop 1% M.F. Drinkable Yogurt contains no gelatin, artificial flavours, or added colours. This portable yogurt drink is convenient to add to a lunchbox or gym bag and a good source of calcium & vitamin D. The fresh milk used in Yoplait products is sourced from Canadian dairy farmers and is free of added growth hormones and antibiotics. Contains one 200 mL drinkable yogurt in total.",https://media.sobeys.com/original/983471_EA_ml_primary_front_na_020325_VOILA_0849555b6319c16e36a3b9095cfc2111220068ef.JPG,In-stock,Snacks & Candy,Walmart
Yoplait Yop 1% Drinkable Yogurt Strawberry Banana 200 ml,$14.79 ,"DescriptionYoplait. Delicious, Fun Family Yogurt. Yoplait Yop 1% Drinkable Yogurt features a deliciously smooth texture and a portable format perfect for breakfast on-the-go. Yoplait Yop 1% M.F. Drinkable Yogurt is the on-the-go yogurt you need to keep you going all day. Yoplait Yop 1% M.F. Drinkable Yogurt contains no gelatin, artificial flavours, or added colours. This portable yogurt drink is convenient to add to a lunchbox or gym bag and a good source of calcium & vitamin D. The fresh milk used in Yoplait products is sourced from Canadian dairy farmers and is free of added growth hormones and antibiotics. Contains one 200 mL drinkable yogurt in total.",https://media.sobeys.com/original/983465_EA_ml_primary_front_na_020325_VOILA_38163f9eeac77e082baa76c8ef0cb7ac34dee3ef.JPG,In-stock,Dairy & Eggs,Walmart
Lactantia UltraPur 3.25% Milk Ultra-Filtered 1.5 L (bottle),$2.19 ,"DescriptionGet more of what you want with Lactantia UltraPur Ultrafiltered Milk. This whole milk contains 50% more protein and 25% less lactose (sugar) than regular milk. Sourced from Canadian dairies, every drop of this high-protein 3.25% milk is carefully filtered to provide a smooth, pure taste that stays fresh longer without preservatives. Source of 10 essential nutrients and no added sugar, this homogenized milk is a nutritious and delicious choice for the whole family. A delightful, refreshing choice on its own, with cereal, or in blended coffee drinks. Rediscover the power of farm-fresh flavour with ultrafiltered milk. Lactantia, for Milk Connoisseurs!",https://media.sobeys.com/original/975850_EA_en_primary_front_na_042225_VOILA_0dbb585fc1c99e55febf53d0daaefc0799d2ccd5.JPG,In-stock,Dairy & Eggs,Walmart
Activia Probiotic Yogurt Cherry 4 x 100 g,$2.20,No Description Available,https://media.sobeys.com/original/1343244_EA_ml_primary_front_NA_062425_VOILA_5749132b6b32d32189f58796146a726af7e37192.JPG,In-stock,Dairy & Eggs,Walmart
Yoplait Yop 1% Drinkable Yogurt Limited Edition Birthday Cake 200 ml,$3.99 ,"DescriptionYoplait. Delicious, Fun Family Yogurt. Yoplait Yop 1% Drinkable Yogurt features a deliciously smooth texture and a portable format perfect for breakfast on-the-go. Yoplait Yop 1% M.F. MF Drinkable Yogurt is the on-the-go yogurt you need to keep you going all day. Yoplait Yop 1% M.F. MF Drinkable Yogurt contains no gelatin, artificial flavours, or added colours. This portable yogurt drink is convenient to add to a lunchbox or gym bag and a good source of calcium & vitamin D. The fresh milk used in Yoplait products is sourced from Canadian dairy farmers and is free of added growth hormones and antibiotics. Contains one 200 mL drinkable yogurt in total.",https://media.sobeys.com/original/983473_EA_ml_primary_front_na_020325_VOILA_e0e6f0b325435f50187022b56b698b8bde69c474.JPG,In-stock,Dairy & Eggs,Walmart
Liberte Greek Yogurt Blueberry Blackberry 650 g,$3.19,No Description Available,https://media.sobeys.com/original/1343363_EA_ML_primary_front_na_092625_VOILA_056b50f794205d28be1c97a01c153e5ebb326058.JPG,In-stock,Dairy & Eggs,Walmart
Liberte Lactose-Free Greek Yogurt Raspberry Pomegranate 750 g,$3.10,No Description Available,https://media.sobeys.com/original/1343362_EA_en_primary_front_NA_100325_VOILA_2d918cd4a3ef68e4552709f2dd624e0bd161a46e.JPG,In-stock,Dairy & Eggs,Walmart
Liberté Greek 2% Yogurt Black Cherry With Chocolate Pieces 650 g,$6.99 ,"DescriptionTaste. Made simple. Crafted the Liberté way. The Stracciatella Collection gives you the benefits of Greek yogurt with the exciting mix of chocolate shavings. Liberté Greek 2%. Yogurt is crafted using traditional Greek methods and strained based on the principles of old-time cheesecloth draining. The result is a Greek Yogurt with an incredibly rich and creamy texture. Requiring three times more milk than a regular yogurt, our Greek yogurt also contains twice the protein of any other traditional yogurt. Liberté Greek 2%. Yogurt is delicious on it's own, with fruit or cereal, or as a versatile ingredient. This Greek yogurt features 13 grams protein per serving. Liberté Greek 2%. Yogurt is high in protein and contains no gelatin and no artificial colours, flavours, or preservatives. Contains one 650 g container of yogurt.",https://www.sobeys.com/_next/image?url=%2Floader.svg&w=128&q=75,In-stock,Dairy & Eggs,Walmart
Natrel Lactose-Free 2% Milk 2 L,$6.99 ,"DescriptionThrough a unique process, we can preserve the deliciously pure taste of fresh milk in every glass of Natrel products, while removing the lactose that can cause you discomfort. So you can once again benefit from an excellent source of calcium, vitamin D and protein, plus a source of vitamin A. Thats everything you need to maintain a well-balanced diet.",https://media.sobeys.com/original/639733_EA_ml_primary_front_na_050125_VOILA_ed16ae8f7f1af7dfc1d1bb36cb395b36cba0dc6c.JPG,In-stock,Dairy & Eggs,Walmart
Dream Whip Whipped Topping Mix 170 g,$6.11,"DescriptionDream Whip Whipped Topping Mix is a quick and easy way to create a whipped topping. Add sweet flavor and creamy texture to all your favorite desserts. With no sodium, no trans fat and a total of 0 grams of total fat per serving, as packaged, this delicious dessert topping is a great alternative to traditional whipped cream. Place a dollop of whipped dessert topping on strawberry shortcake, pumpkin pie or chocolate pudding to take classic desserts to the next level. Dream whip can also be used as a decadent dip for strawberries or as a topping for your favorite fruit salad. Simply whip with milk and vanilla to quickly achieve a delicious topping. This 170g box includes four sealed envelopes of whipped topping mix, and each envelope makes 2 cups of dessert topping.",https://media.sobeys.com/original/27040_EA_ml_primary_front_na_033125_VOILA_3891b58b1db8fac8219cf7e0fbb6a1b613c38c15.JPG,In-stock,Dairy & Eggs,Walmart
Oven 360 Frozen Mr Harper Pizza 700 g,$5.79 ,No Description Available,https://www.sobeys.com/_next/image?url=%2Floader.svg&w=128&q=75,In-stock,Dairy & Eggs,Walmart
Organic Romaine Hearts 3 Count,$5.80,No Description Available,https://media.sobeys.com/original/414489_EA_ml_primary_front_na_nobrand_092222_VOILA_f1f0f83de8cb4929fa73de190bc3844e614244ac.JPG,In-stock,Frozen Foods,Walmart
White Onion 1 Count,$4.99 ,No Description Available,https://media.sobeys.com/original/4663_8042_VOILA_af054176884008426251ddde452b9e44934f7af1.JPG,In-stock,Frozen Foods,Walmart
Compliments Smoked Turkey Breast Roast,$4.16,No Description Available,https://media.sobeys.com/original/639940_KG_ml_alt_1_VOILA_62000c0a368e53638d2955ec27e26fb54f383fe0.JPG,In-stock,Frozen Foods,Metro
Mina Halal Frozen Beef Burgers Jalapeño 800 g,$4.89,"DescriptionEnjoy a delicious halal burger anytime with Mina Halal Jalapeño Beef Burgers. This beef is strictly Zabeeha by hand. These frozen raw beef patties are convenient to keep on hand at home for a quick meal addition. Enjoy these tasty burger patties on a bun with your favourite toppings. A proudly Canadian brand, Mina strictly adheres to the most stringent halal process and is verified by the Halal Monitoring Authority (HMA).",https://www.sobeys.com/_next/image?url=%2Floader.svg&w=128&q=75,In-stock,Frozen Foods,Metro
White Buns 12's Tray 400 g,$4.55,No Description Available,https://media.sobeys.com/original/945145_EA_ml_primary_front_VOILA_7d58e0b652fe91de3eae8a6eda01961f2daef2b5.JPG,In-stock,Frozen Foods,Metro
Compliments Frozen Beef Burgers Prime Rib 6 x 142 g,$4.29 ,No Description Available,https://media.sobeys.com/original/754000000025700000000071556878_VOILA_011ab90c2ea8364964063ca33fbcacd0394aba2c.JPG,In-stock,Frozen Foods,Metro
The content you are looking for is no longer available.,$14.99 ,No Description Available,https://www.sobeys.com/_next/image?url=%2Floader.svg&w=128&q=75,In-stock,Frozen Foods,Metro
Sterling Silver Cross Rib Roast Boneless,$14.99,No Description Available,https://media.sobeys.com/original/44309_KG_ml_primary_front_NA_VOILA_c7744052ece09bb5b81c93c88062c700d17215d0.JPG,In-stock,Frozen Foods,Metro
Snack Factory Pretzel Crisps Original 200 g,$6.99 ,"DescriptionIts like you wished for the perfect snack  and that wish came true! Perfectly salted Original Pretzel Crisps give you that satisfying, hearty crunch in a versatile shape thats dippable, spreadable and deliciously snackable.",https://media.sobeys.com/original/622396_EA_ml_primary_front_NA_042723_VOILA_28e06453eefd31c35b8a8fd8ff6b0d7c19b98bbc.JPG,In-stock,Snacks & Candy,Metro
Carrots,$1.58 ,No Description Available,https://i5.walmartimages.ca/images/Enlarge/632/713/6000203632713.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Fresh Vegetables,Metro
Celery,$2.97 ,No Description Available,https://i5.walmartimages.ca/images/Enlarge/169/703/6000209169703.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Fresh Vegetables,Metro
SUNSET Rainbow Bell Peppers,$3.44 ,No Description Available,https://i5.walmartimages.ca/images/Enlarge/331/133/6000209331133.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Fresh Vegetables,Metro
Broccoli,$2.44 ,No Description Available,https://i5.walmartimages.ca/images/Enlarge/367/449/6000209367449.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Fresh Vegetables,Metro
Tamato,$2.10 ,No Description Available,https://i5.walmartimages.ca/images/Enlarge/_47/999/47999.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Fresh Vegetables,Metro
Silk Oat Coffee Creamer,$3.28 ,No Description Available,https://i5.walmartimages.com/asr/488f1a85-2b7d-4bbb-931f-9fc2ab7e256e.7daffc296b317da52e78f8d8b6430128.png?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Dairy & Eggs,Metro
bettermoo(d) Moodrink Oat Beverage Barista,$5.97 ,No Description Available,https://i5.walmartimages.com/asr/5f1cc89b-eb7e-4171-890d-2d0d3aae92e8.a5a22f641f25e291d6135284f197b380.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Dairy & Eggs,Metro
Great value Large Eggs,$3.93 ,No Description Available,https://i5.walmartimages.com/asr/bf0abe13-d833-4ceb-be74-8c2444c35a06.217e4c69ecde8c8bba4e8ab7de15a76b.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Dairy & Eggs,Metro
Greek Yogurt,$5.78 ,No Description Available,https://i5.walmartimages.com/asr/e962acdd-f73d-4efd-be49-603e32b5a70f.b5de8eb9b0745d173efa71ab3b6fc328.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Dairy & Eggs,Metro
Coconut Milk,$1.57 ,No Description Available,https://i5.walmartimages.com/asr/954254b9-3059-4817-a248-9e0eac7b4c8b.2969168de5314bf63c12c40898e4242b.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Dairy & Eggs,Metro
Great Value Boneless Smoked Ham,$10.97 ,No Description Available,https://i5.walmartimages.ca/images/Enlarge/173/673/628915173673.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Meat,Metro
Maple Leaf Boneless Skinless Chicken Breasts,$9.94 ,No Description Available,https://i5.walmartimages.ca/images/Enlarge/889/160/6000201889160.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Meat,Metro
Great Value Original Wieners,$5.94 ,No Description Available,https://i5.walmartimages.ca/images/Enlarge/020/808/627735020808.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Meat,Metro
Schneiders Classic Hot Dogs,$7.27 ,No Description Available,https://i5.walmartimages.ca/images/Enlarge/110/379/6000198110379.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Meat,Metro
Great Value Real Bacon Crumble,$4.47 ,No Description Available,https://i5.walmartimages.com/asr/410aa7bc-5e7c-4ab2-a946-e3c55ce3e223.8a66c5db9013120f4086570365b27697.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Meat,Metro
Great Value 1% Cottage Cheese,$6.28 ,No Description Available,https://i5.walmartimages.com/asr/90edd3a8-34f6-4665-a4ff-81c12147627d.e5a110d0444cfe1276b7425355e2e7b2.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Lifestyle & dietary needs,Metro
65ct Rockets Bag,$6.97 ,No Description Available,https://i5.walmartimages.com/asr/a8316acd-a7c7-4a8d-a3a4-954004a466ba.2dd86998cc96dbe6d534efea7bbf669f.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Lifestyle & dietary needs,Metro
Oats,$2.77 ,No Description Available,https://i5.walmartimages.com/asr/4f3f2485-0ba7-4c53-be1a-8ac991477979.fd78f119cb63a555400b2d0e1e02eceb.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Lifestyle & dietary needs,Metro
Minute Maid Apple Juice Cartons,$4.24 ,No Description Available,https://i5.walmartimages.com/asr/ec8b376f-4a20-4902-ad2b-dedfe626831f.2ce38daeaf2e9dd3db767a465f5dffdb.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Lifestyle & dietary needs,Metro
Simply Orange Pulp Free Bottle,$5.98 ,No Description Available,https://i5.walmartimages.com/asr/61a777fe-d195-4605-bacc-63bfc132e232.38274c8aec6b7cdf1463772b87a8c291.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Lifestyle & dietary needs,Metro
Brar? Samosas,$9.98 ,No Description Available,https://i5.walmartimages.ca/images/Enlarge/516/816/6000204516816.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,International food,Metro
Zabiha Halal Smoked Chicken Breast Roast,$4.47 ,No Description Available,https://i5.walmartimages.ca/images/Enlarge/327/454/6000203327454.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,International food,Metro
Tea India Orange Pekoe Black 216 Tea Bags,$8.48 ,No Description Available,https://i5.walmartimages.com/asr/88a92bc7-efc9-4f03-a566-1ea3b4cc7bc2.e77e1957a0c0a46dff4b64fdc80b121c.png?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Drinks,Metro
Dabur Real Mango Nectar,$2.98 ,No Description Available,https://i5.walmartimages.com/asr/cd74f57d-6eef-4622-b4c8-448dc81c09bd.1fc223b490da53f4636a5701f04fa01d.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Drinks,Metro
Wagh Bakri Tea,$7.47 ,No Description Available,https://i5.walmartimages.com/asr/9d081f12-3334-4f3e-ad9c-6dae04f85465_1.d5b0c0462e5a043fed0d1366622c5130.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Drinks,Metro
McCain? Tasti Taters?,$2.77 ,No Description Available,https://i5.walmartimages.com/asr/a4d7c1ae-9592-407f-a4ee-3910026870c7.b257dea06ee028b1f070db73efe63c6a.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Frozen Food,Metro
McCain? Superfries? Sweet Potato Plank Cut Fries,$2.77 ,No Description Available,https://i5.walmartimages.com/asr/624b4b52-f3ad-46f1-be79-8db1d78bd272.609eeaae3624e071677138c2d5760038.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Frozen Food,Metro
Dr. Oetker Ristorante Spinach Pizza,$3.47 ,No Description Available,https://i5.walmartimages.com/asr/cd732424-9186-491a-a2c7-826ca5196bf8.9a6ab12273957af364401b8163158ea3.png?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Frozen Food,Metro
Dr. Oetker Casa di Mama Pepperoni Pizza,$3.47 ,No Description Available,https://i5.walmartimages.com/asr/5fae6466-1cdd-4fbe-9196-1f875df658d8.ff5a30acd2939ef4e4443bc96c37ba31.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Frozen Food,Metro
Great Value Pork Breakfast Sausages,$9.98 ,No Description Available,https://i5.walmartimages.com/asr/d50b34b2-59c6-46ec-921f-090d3d72ce71.23fe7226edb83b6e1a281a862fac2fec.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Frozen Food,Metro
"Great Value Beef Sirloin Strips, Oven roasted, seasoned",$7.96 ,No Description Available,https://i5.walmartimages.ca/images/Enlarge/514/729/6000202514729.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Deli & fresh meals,Metro
Old El Paso Burrito Dinner Kit,$4.47 ,No Description Available,https://i5.walmartimages.com/asr/d740f2a5-645a-4fff-b1fc-58e39973b887.b171504a5f3032ce244045551e5c24bd.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Deli & fresh meals,Metro
Your Fresh Market Oven Roasted Turkey Breast,$3.77 ,No Description Available,https://i5.walmartimages.ca/images/Enlarge/892/516/6000203892516.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Deli & fresh meals,Metro
Great Value Greek Yogurt Dip Tzatziki,$3.27 ,No Description Available,https://i5.walmartimages.ca/images/Enlarge/171/927/6000200171927.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Deli & fresh meals,FreshCo
Violife Dairy Free Mozzarella Style Shreds,$6.28 ,No Description Available,https://i5.walmartimages.com/asr/1e26a961-5a10-497f-9c32-074727210572.c6a82a19be3f6793d1ff3b6868913fe9.png?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Deli & fresh meals,No Frills
Golden Pineapple ,$3.00,No Description Available,https://media.sobeys.com/original/5050372116002_VOILA_b864fb6f845b3f3714e75c864cb6e73abd47c38e.JPG,In-stock,Fruits & Vegetables,Metro
"McCafe Premium Medium Dark Roast K-Cup Coffee Pods, 48 Count, For Keurig Coffee Makers",$33.00,No Description Available,https://m.media-amazon.com/images/I/81rqC5ImDnL._AC_UL320_.jpg,In-stock,Dairy & Eggs,Walmart
